Date,Open,High,Low,Close,Volume,Ticker,% Change,Increase,MACD,Closing 50EMA,Volitility,RSI,Low_14,High_14,K_Percent,R_Percent,PROC,OBV
2023-01-24 00:00:00-05:00,29.833590930223878,30.542975490909622,29.833590930223878,30.49371337890625,640300,COLD,0.011046188201620628,1.0,-0.10164043482800467,29.64031268461285,0.14705734347985902,69.63290587919862,27.646319567021372,31.15383763461907,81.1797332760444,-18.82026672395559,0.05093379522962804,3967200
2023-01-25 00:00:00-05:00,30.365629764256862,30.700617397465976,30.237547141784752,30.54297637939453,1351200,COLD,0.0016142097934961537,1.0,-0.08950222700857624,29.70549042455146,5.79996422693586,66.08609004916718,27.646319567021372,31.15383763461907,82.58423068814247,-17.415769311857538,0.007147442142524385,5318400
2023-01-26 00:00:00-05:00,30.542977497498484,31.242509305895027,30.542977497498484,31.23265838623047,1095000,COLD,0.022329537073142093,1.0,-0.11651539098280594,29.810250913922868,0.014283277752527083,82.36584548624334,27.872930500200656,31.242509305895027,99.7076513050263,-0.2923486949737029,0.009875808321472723,6413400
2023-01-27 00:00:00-05:00,31.153837524859853,31.54301274103874,31.1095008699497,31.360740661621094,790600,COLD,0.0040925227294572,1.0,-0.13054625661035646,29.911643978172595,1.7692435088047131,80.72068315139869,28.257179587490672,31.54301274103874,94.45278956964604,-5.547210430353959,0.02084669120406768,7204000
2023-01-30 00:00:00-05:00,31.025753950759157,31.281921089122477,30.5331252721903,30.57253646850586,1623900,COLD,-0.025454708305770252,-1.0,-0.07693174484863441,29.952970341279986,-0.3750022357920469,69.29797477407013,28.37540845391743,31.54301274103874,69.36245235938732,-30.637547640612684,0.008777707723831574,5580100
2023-01-31 00:00:00-05:00,30.602091405955754,31.02575234832013,30.552829292334902,30.946931838989258,2007000,COLD,0.012171756455211643,1.0,-0.05774802744448515,30.01256585416508,0.34210525302796874,68.08681045224844,29.124206313934703,31.54301274103874,75.356403250377,-24.643596749623,0.03017383443965982,7587100
2023-02-01 00:00:00-05:00,30.94693229683927,31.547939863897117,30.799144074561056,31.22280502319336,1295900,COLD,0.008874896657455557,1.0,-0.054731431875912784,30.082314510947093,1.7142770303912052,60.20001050542822,29.675951221585393,31.547939863897117,82.63158048318886,-17.36841951681115,0.041748821554778326,8883000
2023-02-02 00:00:00-05:00,31.498676540100472,31.912484698816147,31.464192683476604,31.636613845825195,1008500,COLD,0.013166357818000875,1.0,-0.07068419618645805,30.168610734646045,0.7499953907240442,58.31521132735566,29.675951221585393,31.912484698816147,87.66524821562109,-12.334751784378902,0.04934643824612772,9891500
2023-02-03 00:00:00-05:00,31.006046094852664,31.44941262497199,30.754806313937806,31.37059211730957,1473900,COLD,-0.008444218567280884,-1.0,-0.05414401635865629,30.233032338124893,-1.2407268023517584,57.583943303763334,29.675951221585393,31.912484698816147,75.77087099194503,-24.22912900805496,0.040182877927257055,8417600
2023-02-06 00:00:00-05:00,31.045458297708908,31.26714156997637,30.720323458126366,31.153837203979492,935600,COLD,-0.006933474932019066,-1.0,-0.021125640079185715,30.28076171421692,-2.022741717101278,60.487148421463736,29.675951221585393,31.912484698816147,66.07931414574657,-33.92068585425344,0.02164786613131464,7482000
2023-02-07 00:00:00-05:00,30.95678441961278,30.95678441961278,30.454302971455178,30.808996200561523,933000,COLD,-0.011130690600299867,-1.0,0.028712377299594083,30.30728759850884,-1.0285703428267645,59.440792122710896,29.675951221585393,31.912484698816147,50.66076544398752,-49.339234556012485,0.008709688861445075,6549000
2023-02-08 00:00:00-05:00,30.710472120756968,30.7498814381302,30.158728522926758,30.375484466552734,1033700,COLD,-0.014170880715330887,-1.0,0.09207334620393737,30.310610472905346,-0.590907329382724,54.5957469508374,29.675951221585393,31.912484698816147,31.277566470120266,-68.72243352987974,-0.02744479541503375,5515300
2023-02-09 00:00:00-05:00,30.61194429704308,30.769585316181256,30.010936737060547,30.010936737060547,755000,COLD,-0.012073977920572285,-1.0,0.15597777701610893,30.296422071386004,-0.43242902474737194,48.48985497249242,29.833590930223878,31.912484698816147,8.530777739391642,-91.46922226060836,-0.04304120043352233,4760300
2023-02-10 00:00:00-05:00,29.932115914035965,30.414893644223707,29.794180493541845,30.306514739990234,513900,COLD,0.009800824195815589,1.0,0.17438967638929959,30.296887023526846,0.8333310404908104,51.51525519811272,29.794180493541845,31.912484698816147,24.1860562412492,-75.8139437587508,-0.008701329992350071,5274200
2023-02-13 00:00:00-05:00,30.385335708067267,30.690764949162467,30.318337428969222,30.414894104003906,822500,COLD,0.0035697287387259627,1.0,0.17487166666153353,30.302183268669204,3.1636015525368184,49.158761341997746,29.794180493541845,31.912484698816147,29.302382958810412,-70.69761704118959,-0.01719193804909125,6096700
2023-02-14 00:00:00-05:00,30.336073240684545,30.375482555578465,30.03064212391811,30.207988739013672,958500,COLD,-0.006826008882200099,-1.0,0.1838124374840185,30.298059956483335,-1.04760903613936,46.53283289397743,29.794180493541845,31.912484698816147,19.53488287666608,-80.46511712333391,-0.03250240596339271,5138200
2023-02-15 00:00:00-05:00,30.010937647773275,30.286810379251314,29.84837116401655,30.22769546508789,702600,COLD,0.0006521553294943802,1.0,0.18270551813012337,30.2950524713862,11.249022140220475,38.09508090311842,29.794180493541845,31.912484698816147,20.465189582622266,-79.53481041737773,-0.044534424183428456,5840800
2023-02-16 00:00:00-05:00,29.823739334866772,30.178430689900956,29.61683432180341,29.912412643432617,1629100,COLD,-0.010485039684118515,-1.0,0.1963207552774941,30.279067652308044,-1.4999962796856423,33.55418145336989,29.61683432180341,31.912484698816147,12.875580906785771,-87.12441909321423,-0.04648237012626755,4211700
2023-02-17 00:00:00-05:00,29.94196830179542,31.59720084193539,29.59712975529054,31.37059211730957,3395700,COLD,0.04759736447050491,1.0,0.10482414639245424,30.323677327336927,0.3918909032585395,57.76648586769635,29.59712975529054,31.912484698816147,76.59570153501247,-23.404298464987527,0.0069575671180046594,7607400
2023-02-21 00:00:00-05:00,31.18339325021342,31.24250816218292,30.28680925522114,30.54297637939453,1307400,COLD,-0.02673614386021632,-1.0,0.0978770671466761,30.332453304058923,-0.3809522000356831,46.359586712626296,29.59712975529054,31.912484698816147,40.85104215873463,-59.14895784126537,-0.008634485182030804,6300000
2023-02-22 00:00:00-05:00,30.72032251836065,30.84840513884745,30.099609375,30.099609375,1011500,COLD,-0.014622559341223515,-1.0,0.1195432343230663,30.32332166527558,-0.2888862256714665,40.16253770727758,29.59712975529054,31.912484698816147,21.70205570919213,-78.29794429080786,-0.009082162684730388,5288500
2023-02-23 00:00:00-05:00,30.365630216103227,30.43459792763209,29.922265550890877,30.148874282836914,1247600,COLD,0.0016353911609338343,1.0,0.1262967727683803,30.316611794254708,5.999736048494651,36.21251554160291,29.59712975529054,31.59720084193539,27.586245870487296,-72.41375412951271,0.004596242595987565,6536100
2023-02-24 00:00:00-05:00,30.00108673878276,30.00108673878276,29.469046873434852,29.557720184326172,960700,COLD,-0.019802617173885345,-1.0,0.16393152174286701,30.287962312480143,-0.15000033174887728,34.00157630789194,29.469046873434852,31.59720084193539,4.166677421079527,-95.83332257892047,-0.02470737932382605,5575400
2023-02-27 00:00:00-05:00,29.784329034773275,29.902560742821528,29.10450282099088,29.29170036315918,1753500,COLD,-0.009040756242737924,-1.0,0.1978261963737478,30.25102192907586,-1.148144709205035,33.620746551887336,29.10450282099088,31.59720084193539,7.509836353838316,-92.49016364616168,-0.03692906958689246,3821900
2023-02-28 00:00:00-05:00,29.429636311123353,29.597130126912695,28.90744926678502,28.966564178466797,3424400,COLD,-0.011162006385891177,-1.0,0.23092163230681512,30.20421333705952,-0.6969655736273063,33.615151453974775,28.90744926678502,31.59720084193539,2.1977833279444536,-97.80221667205554,-0.04109590252010298,397500
2023-03-01 00:00:00-05:00,29.38037393301057,29.38037393301057,28.730104231094263,28.759662628173828,1630800,COLD,-0.007168403262255867,-1.0,0.25370942820832015,30.152442129810005,-0.14286213437120834,34.9144033870859,28.730104231094263,31.59720084193539,1.0309522521075356,-98.96904774789247,-0.04856582065971904,-1233300
2023-03-02 00:00:00-05:00,28.808925064761198,28.986271690754176,28.523201406728624,28.799072265625,3649000,COLD,0.0013693714318852392,1.0,0.2525447614329913,30.10471344031423,11.50016884704625,37.910162024043444,28.523201406728624,31.59720084193539,8.974330175106875,-91.02566982489313,-0.03722001267764852,2415700
2023-03-03 00:00:00-05:00,29.08479700771865,29.508457962845952,28.961639840727187,29.488752365112305,2583000,COLD,0.02366574125886786,1.0,0.1943538665123879,30.08332552382929,0.20714352180280476,42.58034648700381,28.523201406728624,31.59720084193539,31.41025165213587,-68.58974834786413,-0.05998738388998748,4998700
2023-03-06 00:00:00-05:00,29.577425894725394,29.764623436893693,29.0847972231113,29.29170036315918,1280300,COLD,-0.006704703042605834,-1.0,0.15961669881011267,30.056247338430065,-1.9999831430787978,39.96411074680368,28.523201406728624,31.59720084193539,24.999970645045483,-75.0000293549545,-0.04096771711742897,3718400
2023-03-07 00:00:00-05:00,29.203027404774634,29.409932426551684,28.828630436685156,29.163618087768555,1693200,COLD,-0.004382235312678053,-1.0,0.1366355671183989,30.02615353417838,-4.230817037000522,40.49195027037545,28.523201406728624,31.59720084193539,20.833337628666616,-79.16666237133339,-0.031096459610829963,2025200
2023-03-08 00:00:00-05:00,29.19317393271782,29.59713116790055,29.045385708700795,29.252290725708008,1547200,COLD,0.003035909492692335,1.0,0.10808338765791234,30.00042668050445,5.555588258758458,41.24886768063309,28.523201406728624,31.59720084193539,23.717939262742348,-76.28206073725765,-0.02973854176835089,3572400
2023-03-09 00:00:00-05:00,29.18332266242933,29.306479827501782,28.670988404712915,28.710397720336914,887800,COLD,-0.018698538958551808,-1.0,0.11753101814891997,29.958116998775093,-0.2999973778682092,39.51696639834108,28.523201406728624,31.59720084193539,6.089666493243788,-93.91033350675622,-0.028666705642560797,2684600
2023-03-10 00:00:00-05:00,28.53305088375011,28.848334802476995,27.91233960339267,28.23747444152832,1066500,COLD,-0.016609370393089996,-1.0,0.1456315691492561,29.902418918683413,-1.354170508324101,18.04393924599617,27.91233960339267,31.24250816218292,9.763314751063588,-90.23668524893641,-0.0359906017254219,1618100
2023-03-13 00:00:00-04:00,27.98130644158665,28.779364314068705,27.863076620078488,28.35570526123047,1331800,COLD,0.0041782770407742375,1.0,0.14589233471279828,29.852981953684402,4.583313181043192,23.849713453377532,27.863076620078488,30.84840513884745,16.501655950251084,-83.49834404974892,-0.021088414679516276,2949900
2023-03-14 00:00:00-04:00,28.848335483109963,28.927155994844036,28.50349503956242,28.651283264160156,3268700,COLD,0.010369979518493722,1.0,0.11703959128908004,29.81504130540687,0.7666630604636522,32.10971561905457,27.863076620078488,30.43459792763209,30.65137519049076,-69.34862480950925,-0.0037684504653229256,6218600
2023-03-15 00:00:00-04:00,28.306441482658368,28.613842027660198,28.001012249029134,28.326147079467773,1229100,COLD,-0.011412930065146576,-1.0,0.110797345391002,29.76858895915326,-1.8242330744663906,28.874685851459432,27.863076620078488,30.00108673878276,21.658946107791422,-78.34105389220858,-0.016421542395367972,4989500
2023-03-16 00:00:00-04:00,28.050274568924216,28.336000087082752,27.833518640107823,28.12909507751465,1553700,COLD,-0.006980850481066389,-1.0,0.1106275872721107,29.71802413650472,-2.1499956061612515,31.62158473855132,27.833518640107823,29.902560742821528,14.285665672010978,-85.71433432798902,-0.04610765727770316,3435800
2023-03-17 00:00:00-04:00,28.099539011701616,28.1438756659462,27.50838424818355,27.5674991607666,3205700,COLD,-0.020166940473766874,-1.0,0.1372850442027823,29.652435052533686,-0.18420996973532,29.210242032823842,27.50838424818355,29.764623436893693,2.6200640818071674,-97.37993591819283,-0.05886313122884268,230100
2023-03-20 00:00:00-04:00,27.616763397640778,27.90248704367114,27.38030186599279,27.8729305267334,2740400,COLD,0.011018473623007076,1.0,0.12371529582064944,29.598746495747324,0.8709585138503645,36.798242201862394,27.38030186599279,29.764623436893693,20.661166964759296,-79.33883303524071,-0.04425677078717749,2970500
2023-03-21 00:00:00-04:00,27.99116010214384,28.03549675638241,26.907376682379297,27.232511520385742,2125900,COLD,-0.023244449818349187,-1.0,0.14572325201002972,29.5281021751576,-0.5769214976178345,33.14291346438891,26.907376682379297,29.764623436893693,11.379305532248415,-88.62069446775158,-0.06904687308974433,844600
2023-03-22 00:00:00-04:00,27.055165142431875,27.084723538595096,26.25710723831692,26.36548614501953,1233400,COLD,-0.032355724170306355,-1.0,0.20300628704914103,29.434639513218073,-0.15909257881589842,27.106764415469385,26.25710723831692,29.764623436893693,3.0899046666295678,-96.91009533337042,-0.08167464617379272,-388800
2023-03-23 00:00:00-04:00,26.65120834083085,27.350741978129463,26.532978521069655,26.641357421875,1226700,COLD,0.010408986806457637,1.0,0.20599650004499415,29.352904342530696,2.9285851985497993,21.72534278130962,26.25710723831692,29.764623436893693,10.955050862316636,-89.04494913768336,-0.05652477961364499,837900
2023-03-24 00:00:00-04:00,26.53297996672418,27.20295524597168,26.503421570558835,27.20295524597168,1217800,COLD,0.0208608175004121,1.0,0.1560963636765177,29.290595454400645,0.052632675728204216,30.906136340459085,26.25710723831692,29.59713116790055,28.318599734483644,-71.68140026551634,-0.040653194996877584,2055700
2023-03-27 00:00:00-04:00,27.22265963443645,27.52513473703186,27.22265963443645,27.281776428222656,988900,COLD,0.002893333042699491,1.0,0.1061153308277849,29.23291739454385,3.0874734666414843,32.65061705983719,26.25710723831692,29.59713116790055,30.678498463137444,-69.32150153686256,-0.04779914474723068,3044600
2023-03-28 00:00:00-04:00,27.202954790037747,27.434488978816773,27.065017489473902,27.262069702148438,983100,COLD,-0.0007226012952812309,-1.0,0.06474964459039911,29.17684014341381,-15.74876395314611,31.449803663071748,26.25710723831692,29.306479827501782,32.95636838200076,-67.04363161799924,-0.037565199895845836,2061500
2023-03-29 00:00:00-04:00,27.5182381728004,27.66602639991977,27.340891548565455,27.58720588684082,1048900,COLD,0.011855762527262738,1.0,0.008797701841390504,29.1320062767779,0.7878764326285593,39.10105846808933,26.25710723831692,28.927155994844036,49.8155191088696,-50.18448089113039,-0.01926436627913397,3110400
2023-03-30 00:00:00-04:00,27.90498364515249,27.90498364515249,27.64678784315286,27.855329513549805,1864000,COLD,0.009672202580566712,1.0,-0.04974517409457435,29.0963059102082,0.7777817753572692,46.132178703895626,26.25710723831692,28.927155994844036,59.85741913236311,-40.142580867636894,0.010440930862268383,4974400
2023-03-31 00:00:00-04:00,28.024150623088204,28.282346432922044,27.88015837235,28.25255584716797,2470800,COLD,0.014159612961875671,1.0,-0.1149687362966314,29.072907206640835,0.4374907245181,49.0209876519362,26.25710723831692,28.927155994844036,74.73453823541757,-25.26546176458242,0.013619856730545887,7445200
2023-04-03 00:00:00-04:00,28.28234557477568,28.401513596510682,27.76098950467187,27.855329513549805,2003100,COLD,-0.0141596129618756,-1.0,-0.1299983460738755,29.03941369166054,-0.537497171116995,42.5823865872532,26.25710723831692,28.613842027660198,67.81510938183425,-32.184890618165745,0.02287038390483498,5442100
2023-04-04 00:00:00-04:00,27.90498526366325,27.93477585024129,27.62096891793476,27.82554054260254,1076400,COLD,-0.0010699895227673619,-1.0,-0.13593218346823877,29.006283824159365,-7.867415482753773,45.0350717118458,26.25710723831692,28.401513596510682,73.14067589347728,-26.859324106522713,0.05537748818861865,4365700
2023-04-05 00:00:00-04:00,27.7659541084613,27.97449767400381,27.696440217984282,27.80567741394043,1083100,COLD,-0.0007141001126995691,-1.0,-0.1361775325096748,28.973765936782215,-11.998822269879499,46.66357318956787,26.25710723831692,28.401513596510682,72.21439955661545,-27.785600443384546,0.043703478528816175,3282600
2023-04-06 00:00:00-04:00,27.86526107788086,27.94967215678533,27.65175304161317,27.86526107788086,1121200,COLD,0.0021405669926094022,1.0,-0.1376043182128891,28.94396538874639,5.000013350471573,53.45940839839392,26.25710723831692,28.401513596510682,74.99296173130594,-25.00703826869406,0.024346833861268014,4403800
2023-04-10 00:00:00-04:00,27.666649937662463,27.85036549224794,27.48293248896551,27.83547019958496,883400,COLD,-0.0010696764819146838,-1.0,-0.13367950849726545,28.914380352776448,-6.666897813055591,49.53729592252024,26.25710723831692,28.401513596510682,73.60372511660987,-26.396274883390134,0.020295370897824405,3520400
2023-04-11 00:00:00-04:00,27.89505382402105,28.044012435973894,27.706371905354644,27.765954971313477,1930000,COLD,-0.002500484988566842,-1.0,-0.12376636960890647,28.883945132976088,-2.999942359352372,57.785580452834964,26.25710723831692,28.401513596510682,70.36202477348846,-29.637975226511536,0.01848301595110846,1590400
2023-04-12 00:00:00-04:00,28.034081117634805,28.153249141574022,27.706371419441307,28.093666076660156,2455100,COLD,0.011733515516310411,1.0,-0.13568749315617595,28.863144792517435,1.1818115309142616,80.53460998602651,26.503421570558835,28.401513596510682,83.78121209923171,-16.218787900768294,0.018358517056666468,4045500
2023-04-13 00:00:00-04:00,28.272415732762408,28.33200069276009,27.696441044898744,28.20290184020996,1275400,COLD,0.003880730377829791,1.0,-0.14641713924416688,28.845882903299792,5.18187209860823,79.23037991465472,26.503421570558835,28.401513596510682,89.5362419953731,-10.463758004626898,0.012477767548615182,5320900
2023-04-14 00:00:00-04:00,28.15325017302323,28.4660645899767,27.96456825075319,28.13338851928711,1734300,COLD,-0.0024678002671988863,-1.0,-0.14409646130753445,28.82737589195548,-6.928667471115717,71.2749638040916,27.065017489473902,28.4660645899767,76.25518295778907,-23.744817042210933,-0.004217930884748755,3586600
2023-04-17 00:00:00-04:00,28.15324900722684,28.749085335856638,28.083735116140467,28.709362030029297,901500,COLD,0.02026619819189633,1.0,-0.1745827835101244,28.824329881206236,0.18965663329369653,76.45099745005098,27.065017489473902,28.749085335856638,97.64122889035238,-2.358771109647615,0.030659573280727548,4488100
2023-04-18 00:00:00-04:00,28.699430970763697,28.957626774212514,28.671625414554704,28.93776512145996,1049600,COLD,0.007924220959381414,1.0,-0.2014547127859793,28.827239666157016,0.20869773987282383,78.78514131038004,27.340891548565455,28.957626774212514,98.77149625755176,-1.2285037424482348,0.039971355710216594,5537700
2023-04-19 00:00:00-04:00,28.848389527584665,29.245615005493164,28.699430920424707,29.245615005493164,1180300,COLD,0.010582154428282937,1.0,-0.22926349232254614,28.837907153721922,0.4838676734531182,78.52112736550049,27.48293248896551,29.245615005493164,100.0,-0.0,0.05178574037656136,6718000
2023-04-20 00:00:00-04:00,29.0867262925273,29.280372676043513,28.92485741767977,29.255544662475586,1152600,COLD,0.00033946872623170584,1.0,-0.23666657850893483,28.8484934796435,18.80194741328502,76.36586850346816,27.48293248896551,29.280372676043513,98.61870154309345,-1.3812984569065485,0.04989307585200842,7870600
2023-04-21 00:00:00-04:00,29.414436796471318,29.61801401214601,28.987420711370365,29.523672103881836,1015100,COLD,0.009123268935239157,1.0,-0.24682985781617808,28.865510307496415,1.944441011448717,75.01282545333592,27.48293248896551,29.61801401214601,95.58134397961358,-4.41865602038642,0.06064930436569549,8885700
2023-04-24 00:00:00-04:00,29.513739866931555,29.553463172536834,29.0569332171396,29.195960998535156,710500,COLD,-0.011162008020047652,-1.0,-0.219602797561641,28.873792459939313,-0.5454532485609108,77.65902700493884,27.48293248896551,29.61801401214601,80.23246377111884,-19.76753622888116,0.05150213737287612,8175200
2023-04-25 00:00:00-04:00,29.047003632685843,29.27540696734754,28.811648908657148,28.878183364868164,706200,COLD,-0.010943968571266045,-1.0,-0.17050089608963448,28.87390191297123,-0.9281263362348073,69.57448867756862,27.48293248896551,29.61801401214601,65.3488337917999,-34.651166208200095,0.027925059195452295,7469000
2023-04-26 00:00:00-04:00,28.858320268485297,28.987419116656696,28.376687503231405,28.421375274658203,731900,COLD,-0.015944896583694714,-1.0,-0.10100106577377187,28.86268137033217,-0.38043682527233624,59.9479906995852,27.48293248896551,29.61801401214601,43.95348727924698,-56.04651272075303,0.007746487779380029,6737100
2023-04-27 00:00:00-04:00,28.44123556371507,28.893077752520195,28.44123556371507,28.788806915283203,1107700,COLD,0.012845150239566823,1.0,-0.07473035696858366,28.86085908268093,0.2837829563606115,63.4976470488247,27.48293248896551,29.61801401214601,61.16274306811539,-38.83725693188461,0.023296816718212376,7844800
